Company Name,Ticker,Financials,,,,,,,,,Valuation,,,,,,,Growth,,,,,Risk,,,,,,News,,,Outlook,,,,,,,,Buffett,,,,,,Technical,,,Sentiment,,,Extras,,,,Composites,,,,
,,Score,Gross Margins (norm),Operating Margins (norm),Net Margins (norm),Revenue Growth (norm),Earnings Growth (norm),FCF Margin (norm),Debt/Equity (lower-better norm),,Score,Trailing P/E (lower-better norm),Forward P/E (lower-better norm),P/B (lower-better norm),EV/EBITDA (lower-better norm),Dividend Yield (norm),,Score,Earnings Growth (norm),Revenue Growth (norm),Return on Equity (norm),,Score,Debt/Equity (lower-better norm),Current Ratio (norm),Quick Ratio (norm),Beta (lower-better norm),,Score,Target Premium (norm),,Score,P/E (lower-better norm),P/B (lower-better norm),Dividend Yield (norm),FCF Margin (norm),EPS Growth (norm),Debt/Equity (lower-better norm),,Score,Dividend Yield (norm),Debt/Equity (lower-better norm),Return on Equity (norm),FCF Margin (norm),,Score,Change % (norm),,Score,Recommendation Mean (lower-better norm),,FCF Yield,ROIC/ROE,Interest Coverage,Composite_ST_LR,Composite_ST,Composite_LT_LR,Composite_LT
,,Score agregado [0..1] do grupo,Normalized [0..1], higher better; gross margins; good ~20%-60%,Normalized [0..1], higher better; operating margins; good ~5%-30%,Normalized [0..1], higher better; net margins; good ~2%-25%,Normalized [0..1] of revenue growth ×4; higher better,Normalized [0..1] of earnings growth ×4; higher better,Normalized [0..1] of free cash flow margin ×4; higher better,Normalized [0..1], lower D/E is better; range ~0.15–2.0,,Score agregado [0..1] do grupo,Normalized [0..1], lower better; range ~6–35,Normalized [0..1], lower better; range ~6–35,Normalized [0..1], lower better; range ~0.7–6,Normalized [0..1], lower better; range ~4–20,Normalized [0..1] of dividend yield ×4; higher better,,Score agregado [0..1] do grupo,Normalized [0..1] of earnings growth ×4; higher better,Normalized [0..1] of revenue growth ×4; higher better,Normalized [0..1], higher better; range ~5%–25%,,Score agregado [0..1] do grupo,Normalized [0..1], lower D/E is better; range ~0.15–2.0,Normalized [0..1], higher better; range ~1.2–3.0,Normalized [0..1], higher better; range ~1.0–2.5,Normalized [0..1], lower beta is better; range ~0.8–2.0,,Score agregado [0..1] do grupo,Normalized [0..1] of (targetMeanPrice - price)/price; higher better; range ~5%–30%,,Score agregado [0..1] do grupo,Normalized [0..1], lower better; range ~6–35; uses Fwd/Trailing,Normalized [0..1], lower better; range ~0.7–6,Normalized [0..1] of dividend yield ×4; higher better,Normalized [0..1] of free cash flow margin ×4; higher better,Normalized [0..1] of earnings growth ×4; higher better,Normalized [0..1], lower D/E is better; range ~0.15–2.0,,Score agregado [0..1] do grupo,Normalized [0..1] of dividend yield ×4; higher better,Normalized [0..1], lower D/E is better; range ~0.15–2.0,Normalized [0..1], higher better; range ~10%–30%,Normalized [0..1] of free cash flow margin ×4; higher better,,Score agregado [0..1] do grupo,Normalized [0..1] of recent change %; higher better; range ~-2%–+5%,,Score agregado [0..1] do grupo,Normalized [0..1], lower better; range ~1.0–4.0,,Free cash flow divided by market cap; raw ratio,Return on assets or equity; raw value,Ability to cover interest expenses; raw value,Short-term (low risk) weighted composite,Short-term momentum/valuation composite,Long-term (low risk) weighted composite,Long-term growth/quality composite
"ON Semiconductor Corporation","ON","0.5346656114104276","0.44712494999999997","0.46071999999999996","","0","0","0.6268206614104277","0","","1.7689079508783343","","0.6233726206896552","0.6424728301886793","0.5030625","","","0.0374","0","0","0.0374","","2.4258333333333333","0","1","1","0.4258333333333333","","0.39256276192376766","0.39256276192376766","","0.41547136936314016","0.6233726206896552","0.6424728301886793","","0.6268206614104277","0","0","","0.6268206614104277","","0","0","0.6268206614104277","","1","1","","0.5882366666666667","0.5882366666666667","","0.04892848234524867","0.052789997","","1.4203272469379833","1.0295045770530462","1.109154845010466","0.7699789882608399"
"JD.com, Inc.","JD","-0.10399999999999998","0","0","","0.896","0","0","0","","3.1204","","1","1","1","0.1204","","1.3583500000000002","0","0.896","0.46235000000000004","","1.0116666666666667","0","0.011666666666666738","0","1","","1","1","","0.4144480000000001","1","1","0.1204","0","0","0","","0.33275000000000005","0.1204","0","0.21235000000000007","0","","0.9136570999999999","0.9136570999999999","","0.90351","0.90351","","-0.2992556677267984","0.02836","","1.2635280100000004","1.4021505866666666","0.7638256333333334","1.0041787666666668"
"KLA Corporation","KLAC","3.8499000685016203","1","1","","0.944","1","0.9059000685016205","0","","0.33327137931034484","","0.3036713793103448","0","0","0.0296","","2.944","1","0.944","1","","1.6608333333333332","0","0.7883333333333334","0.4533333333333333","0.4191666666666666","","0","0","","0.4134217157785676","0.3036713793103448","0","0.0296","0.9059000685016205","1","0","","1.9355000685016206","0.0296","0","1","0.9059000685016205","","0.8998799999999998","0.8998799999999998","","0.5555566666666667","0.5555566666666667","","0.02039661785433087","0.19896999","","1.630078030105767","1.4484621884361624","2.062344582816966","1.9982884039360849"
"NovoCure Limited","NVCR","0.26173168719055484","1","0","","0.224","","0.03773168719055478","0","","2.332935","","1","0.3329350000000001","1","","","0.224","","0.224","0","","1.3947777777777777","0","0.13611111111111115","0.2586666666666666","1","","1","1","","0.40960000527757123","1","0.3329350000000001","","0.03773168719055478","","0","","0.03773168719055478","","0","0","0.03773168719055478","","0.02096857142857145","0.02096857142857145","","0.6666666666666667","0.6666666666666667","","0.004015781161648423","-0.08636","","1.1082702784420586","0.9497649951420752","0.7578082340381179","0.6834575349904586"
"Sprouts Farmers Market, Inc.","SFM","1.549888263081713","0.47334994999999996","0.12307995999999999","","0.692","1","0.2614583530817135","0","","0.9043418965517241","","0.6054668965517241","0","0.298875","","","2.692","1","0.692","1","","1","0","0","0","1","","1","1","","0.40939229635919056","0.6054668965517241","0","","0.2614583530817135","1","0","","1.2614583530817134","","0","1","0.2614583530817135","","0.8210456857142857","0.8210456857142857","","0.6666666666666667","0.6666666666666667","","0.05270391217805824","0.11034001","","1.0937069249616214","1.2765778507430452","1.1569215813136198","1.4266532316791107"
"Palantir Technologies Inc.","PLTR","3.8733199999999997","1","0.8733200000000001","","1","1","1","0","","0","","0","0","0","","","2.51015","1","1","0.51015","","2","0","1","1","0","","0","0","","0.40909090909090906","0","0","","1","1","0","","1.2601499999999999","","0","0.26015","1","","0.42984142857142854","0.42984142857142854","","0","","","0.003049702175174788","0.05669","","1.5840647337662341","1.2434887857142856","1.9179425909090906","1.8100346818181818"
"Netflix, Inc.","NFLX","3.348275","0.7122750000000001","1","","0.636","1","1","0","","0","","0","0","0","","","2.636","1","0.636","1","","0.49416666666666675","0","0.07833333333333334","0.07666666666666666","0.3391666666666667","","0.2580051352304702","0.2580051352304702","","0.40909090909090906","0","0","","1","1","0","","2","","0","1","1","","0.273420871","0.273420871","","0.70922","0.70922","","0.04381225035255787","0.15049","","1.0179561780090909","1.0404428611512373","1.6442249242424243","1.6598898484848486"
"United Airlines Holdings, Inc.","UAL","-0.13192632420131467","0.36642502499999996","0.27335996","","0.068","0","0.1602886907986854","0","","2.4964172739102146","","0.9378908965517241","0.6786513773584906","0.879875","","","1.068","0","0.068","1","","0.4524999999999999","0","0","0","0.4524999999999999","","0.48916876574307283","0.48916876574307283","","0.4060741017155352","0.9378908965517241","0.6786513773584906","","0.1602886907986854","0","0","","1.0456886907986853","","0","0.8854","0.1602886907986854","","0.6669828571428571","0.6669828571428571","","0.8484833333333334","0.8484833333333334","","0.07231855815503117","0.04586","","0.8941747495231299","1.0165372561373887","0.7274142766973627","0.8461110156692448"
"GE HealthCare Technologies Inc.","GEHC","0.9410232570409676","0.5391","0.3848","","0.14","0.56","0.3171232570409678","0","","1.770915685426155","","0.6992620344827586","0.49486615094339625","0.5691875","0.0076","","1.7000000000000002","0.56","0.14","1","","0.6033333333333333","0","0","0","0.6033333333333333","","0.6633207126948775","0.6633207126948775","","0.40170774102339246","0.6992620344827586","0.49486615094339625","0.0076","0.3171232570409678","0.56","0","","1.1146232570409678","0.0076","0","0.7898999999999999","0.3171232570409678","","0.4526914285714285","0.4526914285714285","","0.7424233333333334","0.7424233333333334","","0.04826305592013657","0.05766","","0.9823734897242145","1.0892521358645346","0.9874375849554614","1.1309792114642254"
"NVIDIA Corporation","NVDA","4","1","1","","1","1","1","0","","0.18973617241379312","","0.18893617241379312","0","0","0.0008","","3","1","1","1","","2","0","1","1","0","","0.39325679694137644","0.39325679694137644","","0.40166195793103454","0.18893617241379312","0","0.0008","1","1","0","","2.0008","0.0008","0","1","1","","0.6974014142857142","0.6974014142857142","","0.875","0.875","","0.011436518087941723","0.53094","","1.7073403803251233","1.4959028455017973","2.168826621655173","2.0588728174482758"
"Century Aluminum Company","CENX","-0.42164473684210524","0","0","","0.48","","0.09835526315789474","0","","1.6710395888093688","","0.9210457586206896","0.33199383018867923","0.41800000000000004","","","0.87235","","0.48","0.39235","","0.3066666666666667","0","0.3066666666666667","0","0","","0","0","","0.40013271956990715","0.9210457586206896","0.33199383018867923","","0.09835526315789474","","0","","0.2407052631578947","","0","0.14234999999999998","0.09835526315789474","","1","1","","1","1","","0.01946747448846717","0.059899997","","0.6090617217909118","0.716032353342693","0.28568543834857146","0.5191782278494218"
"Meta Platforms, Inc.","META","3.579671935147201","1","1","","0.864","1","0.7156719351472007","0","","0.4507164310344826","","0.3826789310344827","0","0.05643749999999992","0.0116","","2.864","1","0.864","1","","1.5642777777777777","0","0.4294444444444445","0.4706666666666666","0.6641666666666666","","0.6490247869218944","0.6490247869218944","","0.39440231315408236","0.3826789310344827","0","0.0116","0.7156719351472007","1","0","","1.7272719351472008","0.0116","0","1","0.7156719351472007","","0.49636428571428565","0.49636428571428565","","0.8627466666666667","0.8627466666666667","","0.017793282692259466","0.18465","","1.5301734880082312","1.4322842509896199","1.9256228158570965","1.907577285607927"
"Five Below, Inc.","FIVE","1.5874152330124307","0.37644995000000003","0.003999999999999976","","0.948","1","0.25896528301243066","0","","0.6999755019518543","","0.27960337931034485","0.3073096226415094","0.11306250000000007","","","2.47485","1","0.948","0.52685","","0.9655555555555556","0","0.28555555555555556","0","0.68","","0.03588437624024304","0.03588437624024304","","0.39027525734771035","0.27960337931034485","0.3073096226415094","","0.25896528301243066","1","0","","0.5358152830124308","","0","0.27685000000000004","0.25896528301243066","","1","1","","0.61111","0.61111","","0.03286396187063924","0.05066","","1.0449136144918876","1.0862718724314202","0.9473133527954972","1.269384007221605"
"Zebra Technologies Corporation","ZBRA","1.0596749068702604","0.7148249999999999","0.37848","","0.248","0.036","0.6823699068702604","0","","1.278999551398829","","0.6538276551724138","0.38435939622641513","0.2408125000000001","","","0.82775","0.036","0.248","0.54375","","0.35333333333333333","0","0.14666666666666667","0","0.20666666666666667","","1","1","","0.3890151803356052","0.6538276551724138","0.38435939622641513","","0.6823699068702604","0.036","0","","0.9761199068702604","","0","0.29375","0.6823699068702604","","0.60002","0.60002","","0.72549","0.72549","","0.06175756905641682","0.06555","","0.7779758872573199","0.9082009572135796","0.8633505661886948","0.8214707741713568"
"SoundHound AI, Inc.","SOUN","0.9716985294117649","0.5128750000000001","0","","1","","0","0.42162162162162165","","2","","1","0","1","","","1","","1","0","","2.4216216216216218","0.42162162162162165","1","1","0","","0","0","","0.38656370656370653","1","0","","0","","0.42162162162162165","","0.42162162162162165","","0.42162162162162165","0","0","","1","1","","0","","","-0.0006210660328658059","-0.23465","","1.6094825630252105","1.2379169415739268","1.21989565920963","1.1059767715194186"
"Microsoft Corporation","MSFT","3.5390951461198057","1","1","","0.724","0.948","0.867095146119806","0","","0.2625031018482758","","0.23410310344827578","0","0","0.0283999984","","2.6719999999999997","0.948","0.724","1","","1.0478333333333334","0","0.085","0.14866666666666672","0.8141666666666667","","0.6301674934344912","0.6301674934344912","","0.38162780886818576","0.23410310344827578","0","0.0283999984","0.867095146119806","0.948","0","","1.895495144519806","0.0283999984","0","1","0.867095146119806","","0.37210614285714283","0.37210614285714283","","0.9137933333333333","0.9137933333333333","","0.015982745920340043","0.14203","","1.296768199858563","1.2710197332999753","1.8227072427966198","1.7858529040601536"
"American Airlines Group Inc.","AAL","0.30333808765608117","0.11304997499999998","0.13156","","0.016","0","0.042728112656081195","","","1.771781172413793","","0.9668436724137931","","0.8049375","","","0.016","0","0.016","","","0.5283333333333333","","0","0","0.5283333333333333","","0.648381601362862","0.648381601362862","","0.37999425553298116","0.9668436724137931","","","0.042728112656081195","0","","","0.042728112656081195","","","","0.042728112656081195","","0.5585314285714285","0.5585314285714285","","0.60606","0.60606","","0.07480904405833624","0.027999999","","0.7567654790451055","0.7526428655039087","0.5111167225428784","0.4635397890988229"
"Fortinet, Inc.","FTNT","3.11672","1","0.92072","","0.544","0.652","1","0","","0.1665398275862069","","0.1665398275862069","0","0","","","2.196","0.652","0.544","1","","0.9627777777777777","0","0.07111111111111117","0.13999999999999999","0.7516666666666666","","0.09081757719714928","0.09081757719714928","","0.3795440478056426","0.1665398275862069","0","","1","0.652","0","","2","","0","1","1","","0.4844014285714285","0.4844014285714285","","0.45736333333333334","0.45736333333333334","","0.02950557053439103","0.13018","","1.150006837867592","1.0453236569681874","1.6905069344740509","1.5695115614768373"
"Mondelez International, Inc.","MDLZ","0.6976192918422339","0.3137","0.32004004","","0.308","0.38","0.3758792518422341","0","","1.4530153227065714","","0.5680503793103449","0.5620399433962264","0.1921250000000001","0.1308","","1.1152999499999998","0.38","0.308","0.42729995","","1","0","0","0","1","","0.5654078796795814","0.5654078796795814","","0.3778925385911988","0.5680503793103449","0.5620399433962264","0.1308","0.3758792518422341","0.38","0","","0.6839792018422342","0.1308","0","0.17729995","0.3758792518422341","","0.22062014285714285","0.22062014285714285","","0.7179500000000001","0.7179500000000001","","0.04405207236245625","0.03931","","0.9183939546899239","0.8641269274763436","0.8360221402783343","0.8802775721768956"
"Critical Metals Corp.","CRML","2","1","0","","1","","1","0","","1","","","0","1","","","1","","1","0","","0.6708333333333333","0","0","0","0.6708333333333333","","0","","","0.375","","0","","1","","0","","1","","0","0","1","","1","1","","0","","","0.004105266391621363","-0.25678","","1.03875","0.9670833333333333","1.1716666666666666","1.0420833333333335"
"Autodesk, Inc.","ADSK","3.0106","1","0.8346","","0.684","0.492","1","0","","0.2715358620689655","","0.2715358620689655","0","0","","","2.176","0.492","0.684","1","","0.4241666666666666","0","0","0","0.4241666666666666","","0.524022469721076","0.524022469721076","","0.3730657836990595","0.2715358620689655","0","","1","0.492","0","","2","","0","1","1","","0.4961171571428571","0.4961171571428571","","0.7999999999999999","0.7999999999999999","","0.03623607418575612","0.09272","","0.9929722596014331","1.066117434070641","1.566050291013584","1.5038802027168234"
"Academy Sports and Outdoors, Inc.","ASO","-0.2168374197467564","0.35092500000000004","0.23099999999999998","","0.132","0","0.06923758025324357","0","","2.4974118236824983","","0.9219070689655172","0.8118047547169811","0.7245","0.0392","","0.8029499999999998","0","0.132","0.6709499999999998","","0.8430555555555557","0","0.2438888888888889","0","0.5991666666666667","","0.13516171742008698","0.13516171742008698","","0.3661111754670543","0.9219070689655172","0.8118047547169811","0.0392","0.06923758025324357","0","0","","0.5293875802532436","0.0392","0","0.42095","0.06923758025324357","","1","1","","0.6333333333333333","0.6333333333333333","","0.02934376020415542","0.0592","","1.0106607561846452","1.0168496561271798","0.6471296713494753","0.7424483382773142"
"Rigetti Computing, Inc.","RGTI","-0.16109411764705883","0.5142","0","","0","","0","0.29837837837837844","","2","","1","0","1","","","0","","0","0","","2.625045045045045","0.29837837837837844","1","1","0.32666666666666655","","0","0","","0.3654362934362934","1","0","","0","","0.29837837837837844","","0.29837837837837844","","0.29837837837837844","0","0","","1","1","","0.95238","0.95238","","-0.0022163665649440212","-0.12100001","","1.3918383193277313","0.9383403868574456","0.8878189976531153","0.6332107775001893"
"Broadcom Inc.","AVGO","3.6560000000000006","1","1","","0.656","1","1","0","","0.9405250016000001","","0","0","0.9141250000000001","0.0264000016","","2.656","1","0.656","1","","1.0110000000000001","0","0.1650000000000001","0.18599999999999994","0.66","","0.015883936080740485","0.015883936080740485","","0.3631680001920001","0","0","0.0264000016","1","1","0","","1.8805500016","0.0264000016","0","0.8541500000000001","1","","1","1","","0.9078","0.9078","","0.0137116023437945","0.08895001","","1.5387480504192004","1.4854138408121111","1.9465330506592002","1.8980673504384002"
"DocuSign, Inc.","DOCU","1.4778800199999997","1","0.12588001999999998","","0.352","0","1","0","","0.612279172413793","","0.612279172413793","0","0","","","0.81345","0","0.352","0.46144999999999997","","0.8175000000000001","0","0","0","0.8175000000000001","","1","1","","0.3576152476489028","0.612279172413793","0","","1","0","0","","1.21145","","0","0.21145","1","","0.5050114285714286","0.5050114285714286","","0.5","0.5","","0.08126917798637705","0.04045","","0.8208309647254814","0.8295215818177339","1.0373299066269592","0.8651984293918495"
"Microchip Technology Incorporated","MCHP","0.801718098820785","0.862025","0.0019599999999999895","","0","","0.9377330988207851","0","","0.6371873609004555","","0.3480786896551724","0.17590867924528308","0","0.113199992","","0","","0","0","","1.0851666666666668","0","0.6183333333333334","0.07933333333333333","0.38750000000000007","","0.5336542941450537","0.5336542941450537","","0.3544107692878417","0.3480786896551724","0.17590867924528308","0.113199992","0.9377330988207851","","0","","1.0509330908207852","0.113199992","0","0","0.9377330988207851","","1","1","","0.75641","0.75641","","0.02857592133552101","0.00844","","0.7806315369180551","0.6681193658366563","0.8513012167486177","0.5404138535055388"
"Alphabet Inc.","GOOGL","2.953780062772404","0.9735750750000002","1","","0.552","0.892","0.5362049877724034","0","","0.43227848275862074","","0.41867848275862074","0","0","0.0136","","2.444","0.892","0.552","1","","1.7044444444444444","0","0.3911111111111111","0.48","0.8333333333333334","","0","0","","0.35081816400592924","0.41867848275862074","0","0.0136","0.5362049877724034","0.892","0","","1.5498049877724034","0.0136","0","1","0.5362049877724034","","0.7434457142857142","0.7434457142857142","","0.82587","0.82587","","0.017370978957033812","0.16792","","1.4417853544066335","1.236870217407103","1.7143977434780966","1.6621863609911445"
"Alphabet Inc.","GOOG","2.953780062772404","0.9735750750000002","1","","0.552","0.892","0.5362049877724034","0","","0.43069655172413795","","0.41709655172413795","0","0","0.0136","","2.444","0.892","0.552","1","","1.7044444444444444","0","0.3911111111111111","0.48","0.8333333333333334","","0","0","","0.3504701391783431","0.41709655172413795","0","0.0136","0.5362049877724034","0.892","0","","1.5498049877724034","0.0136","0","1","0.5362049877724034","","0.7158071428571428","0.7158071428571428","","0.82843","0.82843","","0.017370980545862096","0.16792","","1.4385912120223974","1.230947020362768","1.7141256513401657","1.6618794663704548"
"T-Mobile US, Inc.","TMUS","1.8680749079935057","1","0.7867599999999999","","0.276","0.564","0.2413149079935058","0","","1.572883153124268","","0.6068310344827585","0.3485896226415095","0.5450625","0.072399996","","1.57715","0.564","0.276","0.73715","","1.0061111111111112","0","0.006111111111111178","0","1","","0.6849576113036526","0.6849576113036526","","0.3498936426205097","0.6068310344827585","0.3485896226415095","0.072399996","0.2413149079935058","0.564","0","","0.8008649039935059","0.072399996","0","0.48714999999999997","0.2413149079935058","","0.052812857142857134","0.052812857142857134","","0.6333333333333333","0.6333333333333333","","0.020019797098839352","0.05765","","1.187797253189438","1.1239218487153233","1.2327827578493415","1.254511284601905"
"Power Solutions International, Inc.","PSIX","1.9463825272673536","0.22792499999999996","0.47704003999999994","","1","1","0.24141748726735365","0","","0.380007","","0.380007","0","0","","","3","1","1","1","","0.42166666666666663","0","0.031666666666666635","0","0.39","","1","1","","0.3489280542137769","0.380007","0","","0.24141748726735365","1","0","","1.2414174872673536","","0","1","0.24141748726735365","","1","1","","0","","","0.016489617428256605","0.16448","","0.8956710608748485","1.2291257957567696","1.0704963187517555","1.432371581689628"
"Synopsys, Inc.","SNPS","1.7400000000000002","1","0.18","","0.56","0","1","0","","0.6738668269355887","","0.10948403448275856","0.5643827924528302","0","","","0.635099975","0","0.56","0.07509997499999997","","1.2526111111111111","0","0.23611111111111113","0.26399999999999996","0.7525000000000001","","0.7678571428571426","0.7678571428571426","","0.34735839798604123","0.10948403448275856","0.5643827924528302","","1","0","0","","1","","0","0","1","","0.5812443","0.5812443","","0.7536233333333333","0.7536233333333333","","0.03163381510671748","0.02305","","1.0168653086158348","0.8814202455235797","1.1583380860611647","0.9025878084986578"
"The Trade Desk, Inc.","TTD","2.45704004","1","0.47304003999999994","","0.748","0.236","1","0","","0.37256275862068966","","0.37256275862068966","0","0","","","1.55185","0.236","0.748","0.56785","","1.2503888888888888","0","0.28555555555555556","0.4506666666666666","0.5141666666666667","","1","1","","0.34595887147335425","0.37256275862068966","0","","1","0.236","0","","1.31785","","0","0.31784999999999997","1","","0","0","","0.6036033333333333","0.6036033333333333","","0.03161401343857335","0.05341","","1.0718537514691744","0.9695130845440614","1.4071325907182166","1.2612705849766632"
"SolarEdge Technologies, Inc.","SEDG","0.3639999999999999","0","0","","0.364","","1","0","","1.3394443396226414","","0","0.33944433962264153","1","","","0.364","","0.364","0","","0.9617222222222223","0","0.4105555555555556","0.20199999999999996","0.34916666666666674","","0","0","","0.3444285444743935","0","0.33944433962264153","","1","","0","","1","","0","0","1","","0.8561642857142856","0.8561642857142856","","0.2023799999999999","0.2023799999999999","","0.17793203184524994","-0.24509001","","0.8344370345911949","0.7114661642707397","0.7869039498352799","0.6297745820604971"
"Grocery Outlet Holding Corp.","GO","-0.5597500000000001","0.2602499999999999","0","","0.18","0","0","0","","1.9114535653871179","","0.6336572068965518","0.896421358490566","0.381375","","","0.18","0","0.18","0","","1.0050000000000001","0","0.005000000000000066","0","1","","0.3410589013898078","0.3410589013898078","","0.3417732159608446","0.6336572068965518","0.896421358490566","","0","0","0","","0","","0","0","0","","0.025804285714285717","0.025804285714285717","","0.47619","0.47619","","-0.0554798409344398","0.021760002","","0.7131711415142925","0.5777205836981077","0.35397035640415214","0.38862267800023664"
"First Solar, Inc.","FSLR","0.9129749499999997","0.56897495","1","","0.344","0","0","0","","1.906075733897202","","0.8769746206896551","0.596601113207547","0.4325","","","0.8897999999999999","0","0.344","0.5458","","1.0482777777777779","0","0.3894444444444445","0.1413333333333333","0.5175000000000001","","0","0","","0.34127570105577565","0.8769746206896551","0.596601113207547","","0","0","0","","0.29579999999999995","","0","0.29579999999999995","0","","0.30089042857142856","0.30089042857142856","","0.80392","0.80392","","-0.057610642120106734","0.0713","","1.0823038697703542","0.9119410394663641","0.8775369707457134","0.8936192680735131"
"IES Holdings, Inc.","IESC","1.306023348861467","0.12539999999999996","0.30448000000000003","","0.632","1","0.24414334886146716","0","","0.059374999999999956","","","0","0.059374999999999956","","","2.632","1","0.632","1","","1.011111111111111","0","0.3627777777777778","0.4033333333333333","0.245","","0.14199669966996725","0.14199669966996725","","0.3393118224167638","","0","","0.24414334886146716","1","0","","1.244143348861467","","0","1","0.24414334886146716","","1","1","","0","","","0.025756181649489528","0.16933","","0.844912935347303","0.9279578683908263","0.9479024963377054","1.2214987302529041"
"Ambarella, Inc.","AMBA","2.6124470165508886","0.9954500000000002","0","","1","","0.7917028989038296","0.7583783783783784","","1.0202990566037737","","0","0.020299056603773624","1","","","1","","1","0","","2.5510450450450453","0.7583783783783784","0.85","0.9426666666666668","0","","0.24966028412600338","0.24966028412600338","","0.3388082248525342","0","0.020299056603773624","","0.7917028989038296","","0.7583783783783784","","1.550081277282208","","0.7583783783783784","0","0.7917028989038296","","1","1","","0.6666666666666667","0.6666666666666667","","0.01993481600233385","-0.09094","","1.7267585034598882","1.289495363756982","1.868389114270647","1.403408539003976"
"SoFi Technologies, Inc.","SOFI","2.3311599999999997","1","0.33115999999999995","","1","1","","0","","0.3010540188679245","","0","0.3010540188679245","","","","2.19005","1","1","0.19005","","0.05583333333333329","0","0","0","0.05583333333333329","","0","0","","0.3345567477088948","0","0.3010540188679245","","","1","0","","0","","0","0","","","0.8067328571428571","0.8067328571428571","","0.39394000000000007","0.39394000000000007","","","0.01523","","0.7818769652021562","0.9203749094788858","0.7891284442677448","1.1313972857053007"
"ARS Pharmaceuticals, Inc.","SPRY","1","1","0","","1","","0","0","","2.0739615094339623","","1","0.07396150943396218","1","","","1","","1","0","","2.9658333333333333","0","1","1","0.9658333333333334","","1","1","","0.33330438814016167","1","0.07396150943396218","","0","","0","","0","","0","0","0","","0","0","","0.9444433333333333","0.9444433333333333","","-0.02491061830099221","-0.13854","","1.6915708161725065","1.265073710691824","1.2375913318957772","1.12433843737646"
"IDEXX Laboratories, Inc.","IDXX","3.0438941893407723","1","1","","0.424","1","0.6198941893407719","0","","0","","0","0","0","","","2.424","1","0.424","1","","0.35166666666666657","0","0","0","0.35166666666666657","","0.20325080528011075","0.20325080528011075","","0.3313419932742488","0","0","","0.6198941893407719","1","0","","1.619894189340772","","0","1","0.6198941893407719","","0.6838085714285713","0.6838085714285713","","0.5714300000000001","0.5714300000000001","","0.012349647424463372","0.23259","","0.9369938943384364","1.0226001301455132","1.4216093367981828","1.478203322123748"
"Power Integrations, Inc.","POWI","1.8699062158167372","0.8708750000000001","0","","0.364","0","0.635031215816737","","","0.8941050871828236","","0.3336872758620689","0.4824178113207547","0","0.078","","0.364","0","0.364","0","","2.5266666666666664","","1","1","0.5266666666666666","","1","1","","0.3226273017890951","0.3336872758620689","0.4824178113207547","0.078","0.635031215816737","0","","","0.713031215816737","0.078","","0","0.635031215816737","","1","1","","0.8666666666666667","0.8666666666666667","","0.02902067164496391","0.016280001","","1.505970245137963","1.1612788708348831","1.4109414952888717","0.9875922548469305"
"lululemon athletica inc.","LULU","1.2408628831345117","0.9774000000000002","0.6297200000000001","","0.26","0","0.37374288313451137","0","","1.841692834743006","","0.7640825517241379","0.2632352830188679","0.8143750000000001","","","1.26","0","0.26","1","","1.3655555555555554","0","0.5922222222222222","0","0.7733333333333333","","0.41207795113335316","0.41207795113335316","","0.32131162646240746","0.7640825517241379","0.2632352830188679","","0.37374288313451137","0","0","","1.3737428831345113","","0","1","0.37374288313451137","","0.48527714285714274","0.48527714285714274","","0.38235333333333343","0.38235333333333343","","0.050581265179624774","0.21861","","1.2619213289112756","1.1309753179529154","1.2971907846927841","1.1776186709998415"
"Pony AI Inc.","PONY","0.036470588235294144","0","0","","1","","0","0.033513513513513504","","2","","1","0","1","","","1","","1","0","","2.0335135135135136","0.033513513513513504","1","1","","","0.17359170797656565","0.17359170797656565","","0.32003088803088797","1","0","","0","","0.033513513513513504","","0.033513513513513504","","0.033513513513513504","0","0","","1","1","","1","1","","-0.0008143768803994513","-0.24569","","1.299351260504202","1.0848606957831304","0.7580253463547582","0.8280029979559392"
"Advanced Energy Industries, Inc.","AEIS","1.761304859278733","0.43375","0.16784","","0.84","1","0.319714859278733","0","","0.3784590188679244","","0.26810599999999996","0.10155301886792445","0","0.0088","","1.9425499999999998","1","0.84","0.10255","","2.3766666666666665","0","1","1","0.3766666666666666","","0","0","","0.3158675380663984","0.26810599999999996","0.10155301886792445","0.0088","0.319714859278733","1","0","","0.328514859278733","0.0088","0","0","0.319714859278733","","1","1","","0.7272733333333334","0.7272733333333334","","0.01902901792367794","0.0323","","1.3885899803793678","1.0878596502754576","1.1742091125734648","1.2283589848937548"
"Applied Digital Corporation","APLD","0.06529999999999991","0.06529999999999994","0","","1","","0","0","","1","","1","0","0","","","1","","1","0","","0","0","0","0","0","","0.45991705607476646","0.45991705607476646","","0.3142857142857143","1","0","","0","","0","","0","","0","0","0","","0.39078714285714283","0.39078714285714283","","0.8888900000000001","0.8888900000000001","","-0.10141096067503015","-0.02322","","0.38356728571428567","0.5569399869826436","0.20101857142857138","0.4759171428571428"
"Ondas Holdings Inc.","ONDS","0.3913749499999999","0.39137495","0","","1","","0","0","","2","","1","0","1","","","1","","1","0","","1.8681111111111108","0","0.9427777777777777","0.9253333333333332","0","","0","0","","0.3142857142857143","1","0","","0","","0","","0","","0","0","0","","1","1","","0.7619033333333333","0.7619033333333333","","-0.005089637050512502","-0.19586","","1.3201368947619045","1.0955173536111111","0.8224632786507936","0.877943243968254"
